Species2_eBird,Sex,mean_Tarsus.Length,mean_Tail.Length,Family2,Order2,Wire.Tails
Batrachostomus auritus,M,23.1,194.6666667,Podargidae,Caprimulgiformes,N
Batrachostomus cornutus,F,14.725,115.75,Podargidae,Caprimulgiformes,N
Batrachostomus cornutus,M,13.5,125,Podargidae,Caprimulgiformes,N
Batrachostomus harterti,F,13.3,158,Podargidae,Caprimulgiformes,N
Batrachostomus hodgsoni,F,16.25,125,Podargidae,Caprimulgiformes,N
Batrachostomus hodgsoni,M,17.05,133.5,Podargidae,Caprimulgiformes,N
Batrachostomus mixtus,M,14,92,Podargidae,Caprimulgiformes,N
Batrachostomus moniliger,F,16.85,99,Podargidae,Caprimulgiformes,N
Batrachostomus moniliger,M,14.9,101.6666667,Podargidae,Caprimulgiformes,N
Batrachostomus poliolophus,F,15.4,98,Podargidae,Caprimulgiformes,N
Batrachostomus poliolophus,M,13.55,91.95,Podargidae,Caprimulgiformes,N
Batrachostomus septimus,F,17.7,101,Podargidae,Caprimulgiformes,N
Batrachostomus septimus,M,19.23333333,112.3333333,Podargidae,Caprimulgiformes,N
Batrachostomus stellatus,F,14.55,116.5,Podargidae,Caprimulgiformes,N
Batrachostomus stellatus,M,13.96666667,120.3333333,Podargidae,Caprimulgiformes,N
Berenicornis comatus,F,58.6,405,Bucerotidae,Bucerotiformes,N
Berenicornis comatus,M,67.95,395.5,Bucerotidae,Bucerotiformes,N
Berlepschia rikeri,F,20,77,Furnariidae,Passeriformes,N
Berlepschia rikeri,M,22.15,78.85,Furnariidae,Passeriformes,N
Bernieria madagascariensis,F,21.45,64.5,Bernieridae,Passeriformes,N
Bernieria madagascariensis,M,24.73333333,77.66666667,Bernieridae,Passeriformes,N
Bias musicus,F,13.3,53.5,Vangidae,Passeriformes,N
Bias musicus,M,14.1,52.66666667,Vangidae,Passeriformes,N
Biatas nigropectus,F,24.35,76,Thamnophilidae,Passeriformes,N
Biatas nigropectus,M,24.32857143,76.81428571,Thamnophilidae,Passeriformes,N
Biziura lobata,F,42.13333333,95.66666667,Anatidae,Anseriformes,N
Biziura lobata,M,51.06666667,114.6666667,Anatidae,Anseriformes,N
Bleda canicapillus,F,23.8,89.5,Pycnonotidae,Passeriformes,N
Bleda canicapillus,M,25.85,90.25,Pycnonotidae,Passeriformes,N
Bleda eximius,F,25,93.5,Pycnonotidae,Passeriformes,N
Bleda eximius,M,25.7,101.5,Pycnonotidae,Passeriformes,N
Bleda notatus,F,24.9,76.75,Pycnonotidae,Passeriformes,N
Bleda notatus,M,25.2,82,Pycnonotidae,Passeriformes,N
Bleda syndactylus,F,24.66666667,89.66666667,Pycnonotidae,Passeriformes,N
Bleda syndactylus,M,25.82,98.6,Pycnonotidae,Passeriformes,N
Blythipicus pyrrhotis,F,27.95,85.5,Picidae,Piciformes,N
Blythipicus pyrrhotis,M,25.56666667,91.21111111,Picidae,Piciformes,N
Blythipicus rubiginosus,F,20.05,61.5,Picidae,Piciformes,N
Blythipicus rubiginosus,M,21.96666667,65,Picidae,Piciformes,N
Boissonneaua flavescens,F,6.5,49,Trochilidae,Caprimulgiformes,N
Boissonneaua flavescens,M,6.266666667,47.66666667,Trochilidae,Caprimulgiformes,N
Boissonneaua jardini,F,6.75,42,Trochilidae,Caprimulgiformes,N
Boissonneaua jardini,M,7.85,46.5,Trochilidae,Caprimulgiformes,N
Boissonneaua matthewsii,F,6.8,42.66666667,Trochilidae,Caprimulgiformes,N
Boissonneaua matthewsii,M,6.6,47.33333333,Trochilidae,Caprimulgiformes,N
Bolbopsittacus lunulatus,F,14.15,32.5,Psittaculidae,Psittaciformes,N
Bolbopsittacus lunulatus,M,13.55,34.5,Psittaculidae,Psittaciformes,N
Bolborhynchus lineola,F,10.775,58,Psittacidae,Psittaciformes,N
Bolborhynchus lineola,M,10.3,58,Psittacidae,Psittaciformes,N
Bolborhynchus orbygnesius,F,12.63333333,65.5,Psittacidae,Psittaciformes,N
Bolborhynchus orbygnesius,M,12.575,67.875,Psittacidae,Psittaciformes,N
Bolemoreus frenatus,F,24.06,83,Meliphagidae,Passeriformes,N
Bolemoreus frenatus,M,25.26666667,91.66666667,Meliphagidae,Passeriformes,N
Bolemoreus hindwoodi,F,19.9,76,Meliphagidae,Passeriformes,N
Bolemoreus hindwoodi,M,21.4,78,Meliphagidae,Passeriformes,N
Bombycilla cedrorum,F,16.875,56,Bombycillidae,Passeriformes,N
Bombycilla cedrorum,M,16.64,62.8,Bombycillidae,Passeriformes,N
Bombycilla garrulus,F,20.6,65.5,Bombycillidae,Passeriformes,N
Bombycilla garrulus,M,20.8,66,Bombycillidae,Passeriformes,N
Bombycilla japonica,F,16.7,51,Bombycillidae,Passeriformes,N
Bombycilla japonica,M,17.7,56,Bombycillidae,Passeriformes,N
Bonasa umbellus,F,41.1,142,Phasianidae,Galliformes,N
Bonasa umbellus,M,42.16666667,156.3333333,Phasianidae,Galliformes,N
Bostrychia bocagei,F,53,92,Threskiornithidae,Pelecaniformes,N
Bostrychia carunculata,F,68.55,164.5,Threskiornithidae,Pelecaniformes,N
Bostrychia carunculata,M,63.46666667,152,Threskiornithidae,Pelecaniformes,N
Bostrychia hagedash,F,73.45714286,161.9285714,Threskiornithidae,Pelecaniformes,N
Bostrychia hagedash,M,74.675,161.9166667,Threskiornithidae,Pelecaniformes,N
Bostrychia olivacea,F,66.65,149,Threskiornithidae,Pelecaniformes,N
Bostrychia olivacea,M,66.45,138,Threskiornithidae,Pelecaniformes,N
Bostrychia rara,F,58.65,103.5,Threskiornithidae,Pelecaniformes,N
Bostrychia rara,M,60.5,104.5,Threskiornithidae,Pelecaniformes,N
Botaurus lentiginosus,F,88.15,84.5,Ardeidae,Pelecaniformes,N
Botaurus lentiginosus,M,90.73333333,91.33333333,Ardeidae,Pelecaniformes,N
Botaurus pinnatus,F,102.35,91,Ardeidae,Pelecaniformes,N
Botaurus pinnatus,M,104.9666667,108,Ardeidae,Pelecaniformes,N
Botaurus poiciloptilus,M,98.7,110.5,Ardeidae,Pelecaniformes,N
Botaurus stellaris,F,91.6,102.3333333,Ardeidae,Pelecaniformes,N
Botaurus stellaris,M,99.85,106,Ardeidae,Pelecaniformes,N
Brachycope anomala,F,17,31,Ploceidae,Passeriformes,N
Brachycope anomala,M,18.26666667,28.16666667,Ploceidae,Passeriformes,N
Brachygalba albogularis,F,12.23333333,53.66666667,Galbulidae,Galbuliformes,N
Brachygalba goeringi,F,13.3,51,Galbulidae,Galbuliformes,N
Brachygalba goeringi,M,13.3,52.5,Galbulidae,Galbuliformes,N
Brachygalba lugubris,F,10.35,48,Galbulidae,Galbuliformes,N
Brachygalba lugubris,M,7.8,50,Galbulidae,Galbuliformes,N
Brachygalba salmoni,F,10.5,50.6,Galbulidae,Galbuliformes,N
Brachygalba salmoni,M,11.125,54.6,Galbulidae,Galbuliformes,N
Brachypodius eutilotus,F,17.6,75,Pycnonotidae,Passeriformes,N
Brachypodius eutilotus,M,18.33333333,79.33333333,Pycnonotidae,Passeriformes,N
Brachypodius fuscoflavescens,F,15.9,67,Pycnonotidae,Passeriformes,N
Brachypodius fuscoflavescens,M,15.15,66.5,Pycnonotidae,Passeriformes,N
Brachypodius melanocephalos,F,14.8,64.5,Pycnonotidae,Passeriformes,N
Brachypodius melanocephalos,M,14.8,69,Pycnonotidae,Passeriformes,N
Brachypodius melanoleucos,F,12.5,69,Pycnonotidae,Passeriformes,N
Brachypodius melanoleucos,M,14.3,68,Pycnonotidae,Passeriformes,N
Brachypodius priocephalus,F,14.55,75,Pycnonotidae,Passeriformes,N
Brachypodius priocephalus,M,13.8,73.66666667,Pycnonotidae,Passeriformes,N
Brachypodius urostictus,F,15.7,80.5,Pycnonotidae,Passeriformes,N
Brachypodius urostictus,M,16.1,83.5,Pycnonotidae,Passeriformes,N
Brachypteracias leptosomus,F,33,116.5,Brachypteraciidae,Coraciiformes,N
Brachypteracias leptosomus,M,34,138.5,Brachypteraciidae,Coraciiformes,N
Brachypteracias squamiger,F,46.25,88.5,Brachypteraciidae,Coraciiformes,N
Brachypteracias squamiger,M,46.55,97.5,Brachypteraciidae,Coraciiformes,N
Brachypteryx hyperythra,F,26.8,36,Muscicapidae,Passeriformes,N
Brachypteryx hyperythra,M,26.8,42.5,Muscicapidae,Passeriformes,N
Brachypteryx leucophris,F,25.3,33.5,Muscicapidae,Passeriformes,N
Brachypteryx leucophris,M,26.75,35.5,Muscicapidae,Passeriformes,N
Brachypteryx montana,F,31.2,52.5,Muscicapidae,Passeriformes,N
Brachypteryx montana,M,30.86666667,57,Muscicapidae,Passeriformes,N
Brachypteryx stellata,F,28.5,44,Muscicapidae,Passeriformes,N
Brachypteryx stellata,M,29.76666667,49.66666667,Muscicapidae,Passeriformes,N
Brachyramphus brevirostris,F,14.8,29,Alcidae,Charadriiformes,N
Brachyramphus brevirostris,M,15.95,46,Alcidae,Charadriiformes,N
Brachyramphus marmoratus,F,15,29,Alcidae,Charadriiformes,N
Brachyramphus marmoratus,M,15.45,32,Alcidae,Charadriiformes,N
Brachyramphus perdix,F,16,31.5,Alcidae,Charadriiformes,N
Brachyramphus perdix,M,17.45,33.5,Alcidae,Charadriiformes,N
Bradornis boehmi,F,17.6,52.5,Muscicapidae,Passeriformes,N
Bradornis boehmi,M,18.05,53,Muscicapidae,Passeriformes,N
Bradornis comitatus,F,15.85,50.5,Muscicapidae,Passeriformes,N
Bradornis comitatus,M,15.23333333,59.33333333,Muscicapidae,Passeriformes,N
Bradornis fuliginosus,F,10.85,47,Muscicapidae,Passeriformes,N
Bradornis fuliginosus,M,12.13333333,50.66666667,Muscicapidae,Passeriformes,N
Bradornis mariquensis,F,23.3,77.5,Muscicapidae,Passeriformes,N
Bradornis mariquensis,M,20.6,75.5,Muscicapidae,Passeriformes,N
Bradornis microrhynchus,F,20.23333333,64.25,Muscicapidae,Passeriformes,N
Bradornis microrhynchus,M,20.75,63.08333333,Muscicapidae,Passeriformes,N
Bradornis ussheri,F,13.7,51.5,Muscicapidae,Passeriformes,N
Bradornis ussheri,M,14.03333333,52.66666667,Muscicapidae,Passeriformes,N
Bradypterus baboecala,F,20.75,59.5,Locustellidae,Passeriformes,N
Bradypterus baboecala,M,20.23333333,67.33333333,Locustellidae,Passeriformes,N
Bradypterus bangwaensis,F,23.75,63.5,Locustellidae,Passeriformes,N
Bradypterus bangwaensis,M,24.36666667,67,Locustellidae,Passeriformes,N
Bradypterus barratti,F,21.8,72,Locustellidae,Passeriformes,N
Bradypterus barratti,M,21.93333333,70.66666667,Locustellidae,Passeriformes,N
Bradypterus brunneus,F,18.3,86,Locustellidae,Passeriformes,N
Bradypterus brunneus,M,19.56666667,78,Locustellidae,Passeriformes,N
Bradypterus carpalis,F,25.55,68.5,Locustellidae,Passeriformes,N
Bradypterus carpalis,M,27.4,77,Locustellidae,Passeriformes,N
Bradypterus cinnamomeus,F,23.05,63,Locustellidae,Passeriformes,N
Bradypterus cinnamomeus,M,22.92,66.2,Locustellidae,Passeriformes,N
Bradypterus grandis,M,24.8,82,Locustellidae,Passeriformes,N
Bradypterus graueri,M,26.8,74,Locustellidae,Passeriformes,N
Bradypterus lopezi,F,22.725,56.375,Locustellidae,Passeriformes,N
Bradypterus lopezi,M,23.68333333,58,Locustellidae,Passeriformes,N
Bradypterus seebohmi,F,16.9,100,Locustellidae,Passeriformes,N
Bradypterus seebohmi,M,20.1,85,Locustellidae,Passeriformes,N
Bradypterus sylvaticus,F,19.05,55,Locustellidae,Passeriformes,N
Bradypterus sylvaticus,M,19.8,58,Locustellidae,Passeriformes,N
Branta bernicla,F,54.16666667,98,Anatidae,Anseriformes,N
Branta bernicla,M,56.3,90,Anatidae,Anseriformes,N
Branta canadensis,F,71.55,116.5,Anatidae,Anseriformes,N
Branta canadensis,M,72.55,106.5,Anatidae,Anseriformes,N
Branta hutchinsii,F,71,116.5,Anatidae,Anseriformes,N
Branta hutchinsii,M,71,124.85,Anatidae,Anseriformes,N
Branta leucopsis,F,59.6,113.5,Anatidae,Anseriformes,N
Branta leucopsis,M,68.3,130.6666667,Anatidae,Anseriformes,N
Branta ruficollis,M,54.9,101,Anatidae,Anseriformes,N
Branta sandvicensis,F,79.5,160.5,Anatidae,Anseriformes,N
Branta sandvicensis,M,83.3,134.5,Anatidae,Anseriformes,N
Brotogeris chiriri,F,11.5,88.5,Psittacidae,Psittaciformes,N
Brotogeris chiriri,M,11.2,89.33333333,Psittacidae,Psittaciformes,N
Brotogeris chrysoptera,M,12.85,60,Psittacidae,Psittaciformes,N
Brotogeris cyanoptera,F,11.125,56.375,Psittacidae,Psittaciformes,N
Brotogeris cyanoptera,M,11.36,60,Psittacidae,Psittaciformes,N
Brotogeris jugularis,F,11.7,61,Psittacidae,Psittaciformes,N
Brotogeris jugularis,M,12.425,68.75,Psittacidae,Psittaciformes,N
Brotogeris pyrrhoptera,F,11.6,68.5,Psittacidae,Psittaciformes,N
Brotogeris pyrrhoptera,M,12.1,67.5,Psittacidae,Psittaciformes,N
Brotogeris sanctithomae,F,11.45,60.875,Psittacidae,Psittaciformes,N
Brotogeris sanctithomae,M,13.4,67,Psittacidae,Psittaciformes,N
Brotogeris tirica,F,12.35,104.5,Psittacidae,Psittaciformes,N
Brotogeris tirica,M,11.5,104.6333333,Psittacidae,Psittaciformes,N
Brotogeris versicolurus,F,11.5,66.5,Psittacidae,Psittaciformes,N
Brotogeris versicolurus,M,12.05,86,Psittacidae,Psittaciformes,N
Brunhilda charmosyna,F,13.95,57.5,Estrildidae,Passeriformes,N
Brunhilda charmosyna,M,13.8,61.5,Estrildidae,Passeriformes,N
Brunhilda erythronotos,F,14.2,62.5,Estrildidae,Passeriformes,N
Brunhilda erythronotos,M,14.95,59.5,Estrildidae,Passeriformes,N
Bubalornis albirostris,F,28.3,96,Ploceidae,Passeriformes,N
Bubalornis albirostris,M,28.05,100,Ploceidae,Passeriformes,N
Bubalornis niger,F,29.975,96.375,Ploceidae,Passeriformes,N
Bubalornis niger,M,30.6,103.1,Ploceidae,Passeriformes,N
Bubo ascalaphus,F,76.5,203.5,Strigidae,Strigiformes,N
Bubo ascalaphus,M,75.3,170.5,Strigidae,Strigiformes,N
Bubo bengalensis,F,72.25,192.5,Strigidae,Strigiformes,N
Bubo bengalensis,M,74,188,Strigidae,Strigiformes,N
Bubo bubo,F,81.5,257,Strigidae,Strigiformes,N
Bubo bubo,M,75,232,Strigidae,Strigiformes,N
Bubo capensis,F,73.8,188.5,Strigidae,Strigiformes,N
Bubo capensis,M,74.5,186,Strigidae,Strigiformes,N
Bubo cinerascens,F,64.4,156,Strigidae,Strigiformes,N
Bubo cinerascens,M,62.25,161,Strigidae,Strigiformes,N
Bubo coromandus,F,61.75,214.5,Strigidae,Strigiformes,N
Bubo coromandus,M,57,196.5,Strigidae,Strigiformes,N
Bubo lacteus,F,71.75,232,Strigidae,Strigiformes,N
Bubo lacteus,M,77.26666667,208.3333333,Strigidae,Strigiformes,N
Bubo leucostictus,F,45.45,187,Strigidae,Strigiformes,N
Bubo leucostictus,M,47.76666667,188.6666667,Strigidae,Strigiformes,N
Bubo milesi,F,65.375,179.375,Strigidae,Strigiformes,N
Bubo milesi,M,58.475,172.375,Strigidae,Strigiformes,N
Bubo nipalensis,F,75,222,Strigidae,Strigiformes,N
Bubo nipalensis,M,65.06666667,217.3333333,Strigidae,Strigiformes,N
Bubo philippensis,F,65,168.5,Strigidae,Strigiformes,N
Bubo philippensis,M,70,165,Strigidae,Strigiformes,N
Bubo poensis,F,49.6,164.2857143,Strigidae,Strigiformes,N
Bubo poensis,M,55.7,157,Strigidae,Strigiformes,N
Bubo scandiacus,F,65,226.5,Strigidae,Strigiformes,N
Bubo scandiacus,M,62,203.5,Strigidae,Strigiformes,N
Bubo shelleyi,F,68,220.5,Strigidae,Strigiformes,N
Bubo sumatranus,F,42.9,157.5,Strigidae,Strigiformes,N
Bubo sumatranus,M,38.4,150,Strigidae,Strigiformes,N
Bubo virginianus,F,72.025,190,Strigidae,Strigiformes,N
Bubo virginianus,M,72.15,190,Strigidae,Strigiformes,N
Bubulcus ibis,F,76.28571429,87,Ardeidae,Pelecaniformes,N
Bubulcus ibis,M,77.22857143,94.87142857,Ardeidae,Pelecaniformes,N
Bucanetes githagineus,F,15.85,52,Fringillidae,Passeriformes,N
Bucanetes githagineus,M,16.46666667,53.83333333,Fringillidae,Passeriformes,N
Bucanetes mongolicus,F,18.05,55,Fringillidae,Passeriformes,N
Bucanetes mongolicus,M,18.1,63,Fringillidae,Passeriformes,N
Buccanodon duchaillui,F,20.4,44,Lybiidae,Piciformes,N
Buccanodon duchaillui,M,19.85,43,Lybiidae,Piciformes,N
Bucco capensis,F,17.55,57,Bucconidae,Galbuliformes,N
Bucco capensis,M,17.15,57,Bucconidae,Galbuliformes,N
Bucco macrodactylus,F,12.45,58,Bucconidae,Galbuliformes,N
Bucco macrodactylus,M,13.1,51,Bucconidae,Galbuliformes,N
Bucco noanamae,F,16.3,61.3,Bucconidae,Galbuliformes,N
Bucco noanamae,M,17.3,61.7,Bucconidae,Galbuliformes,N
Bucco tamatia,F,16.7,64,Bucconidae,Galbuliformes,N
Bucco tamatia,M,15.9,59,Bucconidae,Galbuliformes,N
Bucephala albeola,F,28.35,59.25,Anatidae,Anseriformes,N
Bucephala albeola,M,31.85,71.5,Anatidae,Anseriformes,N
Bucephala clangula,F,34.73333333,81,Anatidae,Anseriformes,N
Bucephala clangula,M,33.5,83,Anatidae,Anseriformes,N
Bucephala islandica,F,36.7,78.33333333,Anatidae,Anseriformes,N
Bucephala islandica,M,39.63333333,93.66666667,Anatidae,Anseriformes,N
Buceros bicornis,F,84.9,411,Bucerotidae,Bucerotiformes,N
Buceros bicornis,M,71.85,424,Bucerotidae,Bucerotiformes,N
Buceros hydrocorax,F,62.15,330.25,Bucerotidae,Bucerotiformes,N
Buceros hydrocorax,M,63.26,332.4,Bucerotidae,Bucerotiformes,N
Buceros rhinoceros,F,71.23333333,365.3333333,Bucerotidae,Bucerotiformes,N
Buceros rhinoceros,M,69.925,381.5,Bucerotidae,Bucerotiformes,N
Buceros vigil,F,69.7,413.5,Bucerotidae,Bucerotiformes,N
Buceros vigil,M,66.25,426,Bucerotidae,Bucerotiformes,N
Bucorvus abyssinicus,F,143.75,323.5,Bucorvidae,Bucerotiformes,N
Bucorvus abyssinicus,M,147.5,352,Bucorvidae,Bucerotiformes,N
Bucorvus leadbeateri,F,140,322.5,Bucorvidae,Bucerotiformes,N
Bucorvus leadbeateri,M,142,316.5,Bucorvidae,Bucerotiformes,N
Bugeranus carunculatus,F,318,233.5,Gruidae,Gruiformes,N
Bugeranus carunculatus,M,315.5,236,Gruidae,Gruiformes,N
Bulweria bulwerii,F,26,110,Procellariidae,Procellariiformes,N
Bulweria bulwerii,M,27.56666667,111.3333333,Procellariidae,Procellariiformes,N
Bulweria fallax,F,31.1,111,Procellariidae,Procellariiformes,N
Bulweria fallax,M,32.1,114.5,Procellariidae,Procellariiformes,N
Buphagus africanus,F,21.4,96.5,Buphagidae,Passeriformes,N
Buphagus africanus,M,22.5,94.16666667,Buphagidae,Passeriformes,N
Buphagus erythrorynchus,F,19.76666667,93.33333333,Buphagidae,Passeriformes,N
Buphagus erythrorynchus,M,20.93333333,103.3333333,Buphagidae,Passeriformes,N
Burhinus bistriatus,F,109.45,118,Burhinidae,Charadriiformes,N
Burhinus bistriatus,M,111.05,121,Burhinidae,Charadriiformes,N
Burhinus capensis,F,96.85,115.5,Burhinidae,Charadriiformes,N
Burhinus capensis,M,97.6,107,Burhinidae,Charadriiformes,N
Burhinus grallarius,F,134.2,153,Burhinidae,Charadriiformes,N
Burhinus grallarius,M,130.4,168.6666667,Burhinidae,Charadriiformes,N
Burhinus indicus,F,73.16666667,96.33333333,Burhinidae,Charadriiformes,N
Burhinus indicus,M,73.3,104,Burhinidae,Charadriiformes,N
Burhinus oedicnemus,F,76.2,115,Burhinidae,Charadriiformes,N
Burhinus oedicnemus,M,74.3,117.6666667,Burhinidae,Charadriiformes,N
Burhinus senegalensis,F,71.7,106,Burhinidae,Charadriiformes,N
Burhinus senegalensis,M,74.93333333,101.3333333,Burhinidae,Charadriiformes,N
Burhinus superciliaris,F,92.7,106.5,Burhinidae,Charadriiformes,N
Burhinus superciliaris,M,96.1,108.3333333,Burhinidae,Charadriiformes,N
Burhinus vermiculatus,F,73.55,95,Burhinidae,Charadriiformes,N
Burhinus vermiculatus,M,73.5,99.5,Burhinidae,Charadriiformes,N
Busarellus nigricollis,F,81.2,213,Accipitridae,Accipitriformes,N
Busarellus nigricollis,M,83.2,221,Accipitridae,Accipitriformes,N
Butastur indicus,M,55.95,192,Accipitridae,Accipitriformes,N
Butastur liventer,F,63.6,149.5,Accipitridae,Accipitriformes,N
Butastur liventer,M,60.36666667,148.6666667,Accipitridae,Accipitriformes,N
Butastur rufipennis,F,55.45,185,Accipitridae,Accipitriformes,N
Butastur rufipennis,M,60.4,179,Accipitridae,Accipitriformes,N
Butastur teesa,F,59.9,198.5,Accipitridae,Accipitriformes,N
Butastur teesa,M,60.7,186,Accipitridae,Accipitriformes,N
Buteo albigula,F,58.6,185.6666667,Accipitridae,Accipitriformes,N
Buteo albigula,M,55.85,177,Accipitridae,Accipitriformes,N
Buteo albonotatus,F,75.7,200,Accipitridae,Accipitriformes,N
Buteo albonotatus,M,70.1,225.3333333,Accipitridae,Accipitriformes,N
Buteo archeri,F,87.5,178,Accipitridae,Accipitriformes,N
Buteo archeri,M,87.2,173.5,Accipitridae,Accipitriformes,N
Buteo augur,F,94.45,200.125,Accipitridae,Accipitriformes,N
Buteo augur,M,87.2,189.1666667,Accipitridae,Accipitriformes,N
Buteo auguralis,F,73.15,201,Accipitridae,Accipitriformes,N
Buteo auguralis,M,73.96666667,187,Accipitridae,Accipitriformes,N
Buteo brachypterus,F,67.6,191,Accipitridae,Accipitriformes,N
Buteo brachypterus,M,60.06666667,180,Accipitridae,Accipitriformes,N
Buteo brachyurus,F,57.1,179,Accipitridae,Accipitriformes,N
Buteo brachyurus,M,52.95,169,Accipitridae,Accipitriformes,N
Buteo buteo,F,78.025,216.875,Accipitridae,Accipitriformes,N
Buteo buteo,M,76.2,213.0625,Accipitridae,Accipitriformes,N
Buteo galapagoensis,F,85.65,238,Accipitridae,Accipitriformes,N
Buteo galapagoensis,M,71.26666667,233.3333333,Accipitridae,Accipitriformes,N
Buteo hemilasius,F,77.15,259,Accipitridae,Accipitriformes,N
Buteo hemilasius,M,82.8,252.5,Accipitridae,Accipitriformes,N
Buteo jamaicensis,F,85.25,221.5,Accipitridae,Accipitriformes,N
Buteo jamaicensis,M,77.96666667,206,Accipitridae,Accipitriformes,N
Buteo japonicus,F,80,218,Accipitridae,Accipitriformes,N
Buteo japonicus,M,74.1,206,Accipitridae,Accipitriformes,N
Buteo lagopus,F,71.8,240.5,Accipitridae,Accipitriformes,N
Buteo lagopus,M,72.7,239.6666667,Accipitridae,Accipitriformes,N
Buteo lineatus,F,77.15,181,Accipitridae,Accipitriformes,N
Buteo lineatus,M,71.8,153.5,Accipitridae,Accipitriformes,N
Buteo nitidus,F,63.06666667,170,Accipitridae,Accipitriformes,N
Buteo nitidus,M,65.46,171,Accipitridae,Accipitriformes,N
Buteo oreophilus,F,68.75,190.5,Accipitridae,Accipitriformes,N
Buteo oreophilus,M,71.125,178.25,Accipitridae,Accipitriformes,N
Buteo plagiatus,F,80.35,167.05,Accipitridae,Accipitriformes,N
Buteo plagiatus,M,76.95,156.9,Accipitridae,Accipitriformes,N
Buteo platypterus,F,52.85,185.75,Accipitridae,Accipitriformes,N
Buteo platypterus,M,54.78,171.4,Accipitridae,Accipitriformes,N
Buteo refectus,F,65,180.5,Accipitridae,Accipitriformes,N
Buteo refectus,M,64.6,159,Accipitridae,Accipitriformes,N
Buteo regalis,F,82.95,243.5,Accipitridae,Accipitriformes,N
Buteo regalis,M,80.63333333,238.6666667,Accipitridae,Accipitriformes,N
Buteo ridgwayi,F,66.8,155,Accipitridae,Accipitriformes,N
Buteo ridgwayi,M,65.53333333,140.6666667,Accipitridae,Accipitriformes,N
Buteo rufinus,F,90.2,260.5,Accipitridae,Accipitriformes,N
Buteo rufinus,M,81.95,228.5,Accipitridae,Accipitriformes,N
Buteo rufofuscus,F,86.85,197,Accipitridae,Accipitriformes,N
